A5,T160,87816.105841
A7,T158,19548.353965
A3,T161,89581.633033
A10,T154,11702.987056
A10,T163,5630.905658
A5,T152,59305.390648
A2,T167,85126.067707
A2,T164,7136.336899
A3,T162,1464.175556
A3,T168,48211.057813
A9,T169,85282.39902
A6,T171,20084.088051
A10,T165,26624.185377
A10,T173,67397.476836
A8,T172,7852.907197
A3,T166,9375.798078
A4,T175,71721.092178
A9,T174,72776.566883
A4,T178,4851.073848
A1,T170,44583.017617
A3,T179,49615.533004
A4,T181,67070.222998
A9,T42,16013.667037
A7,T176,37072.675247
A9,T182,95711.572824
A3,T185,63204.507363
A3,T184,92003.974986
A8,T187,9358.307989
A5,T188,88112.573242
A2,T190,73264.66066
A7,T191,89543.476526
A2,T192,480.079082
A4,T189,82952.45285
A3,T183,76246.999808
A5,T193,17702.873572
A10,T197,70784.562665
A9,T195,11590.855467
A6,T194,53200.98472
A3,T198,70331.675508
A4,T199,9.572437
A6,T201,70903.626106
A8,T180,47014.090718
A9,T203,97601.496273
A9,T204,57818.464878
A6,T205,5447.045805
A6,T206,99572.075946
A1,T207,62059.426548
A6,T209,36593.257564
A5,T210,34574.762992
A10,T211,41470.490914
A6,T177,12517.785418
A8,T212,48036.04071
A8,T208,45199.564001
A9,T213,41820.031206
A6,T215,96549.202298
A6,T216,15908.492421
A1,T217,11544.224665
A6,T218,59982.459577
A2,T219,97842.19756
A3,T220,16643.818565
A10,T221,49417.063048
A2,T222,80038.759421
A3,T223,72126.305616
A7,T225,65916.677492
A5,T224,2543.29027
A1,T226,55279.44344
A3,T214,99978.574848
A4,T227,90213.607637
A9,T228,28668.768653
A5,T229,30262.64632
A4,T230,11525.237763
A2,T231,10178.198502
A1,T232,46443.937799
A5,T233,40516.643828
A6,T234,53115.751857
A9,T235,45314.316877
A5,T196,62225.232425
A7,T238,89397.491886
A8,T237,84439.736213
A8,T239,31849.477213
A6,T236,40761.369066
A1,T240,25072.216745
A7,T243,45355.653035
A10,T241,57276.502483
A10,T244,91382.258641
A4,T245,29202.028977
A7,T246,18237.083166
A10,T247,42697.32244
A2,T242,43477.192827
A3,T250,43018.559391
A6,T248,56397.751177
A6,T252,46584.098659
A5,T251,22823.287264
A2,T253,15185.077883
A7,T254,79232.088166
A1,T249,29699.73388
A6,T256,8448.601871
A6,T257,8550.873002
A7,T255,47919.36718
A6,T258,43807.242798
A9,T259,50453.508511
A3,T260,22630.59818
A5,T261,52241.532728
A4,T262,9081.721893
A6,T264,81451.103034
A9,T265,50808.808502
A7,T267,48578.647502
A8,T266,88442.318912
A10,T268,15573.968581
A3,T269,63239.04462
A10,T186,36565.144524
A4,T271,22296.165947
A4,T270,29611.692392
A1,T273,475.118328
A6,T274,21099.75768
A1,T276,41782.275452
A9,T277,94357.252844
A7,T278,5434.691974
A4,T279,84462.726837
A10,T280,30459.124152
A3,T263,50357.135233
A9,T281,74516.841867
A6,T282,92530.332744
A3,T283,18956.206593
A7,T285,12509.365823
A5,T286,35750.986013
A7,T284,60109.760238
A10,T287,60049.969186
A10,T288,6147.221085
A6,T275,412.604406
A3,T290,30712.047428
A7,T272,46778.720115
A5,T291,43189.789501
A7,T289,87993.041933
A6,T294,313.302951
A10,T296,28828.055491
A5,T293,2341.265831
A6,T297,24096.972888
A8,T202,84423.83552
A5,T299,82269.768901
A4,T295,39775.366164
A3,T292,87360.930672
A5,T301,12956.066638
A10,T300,60701.151714
A3,T302,82073.607965
A7,T303,39718.884643
A6,T306,18451.554778
A5,T307,57524.78374
A3,T304,27217.762986
A2,T298,13146.503903
A2,T310,79073.076006
A7,T311,31701.187727
A4,T309,41935.166679
A10,T312,60679.757301
A1,T314,67503.455992
A9,T313,73477.326915
A8,T305,64131.883459
A5,T315,48087.933807
A3,T317,42582.138222
A5,T318,5066.724054
A9,T316,94929.471929
A5,T319,7227.921891
A5,T321,45327.909535
A4,T323,25619.050108
A9,T320,56278.540985
A8,T325,74206.185794
A1,T324,61302.047376
A1,T322,75018.94102
A9,T327,90873.31545
A7,T308,91843.301517
A5,T329,63258.240353
A1,T330,26309.360374
A2,T331,57603.616307
A2,T332,83678.518358
A7,T333,17966.405944
A1,T334,9030.457859
A10,T326,8223.429931
A6,T337,50237.686855
A7,T338,46186.453085
A7,T336,3475.51579
A4,T339,45191.002324
A5,T340,15504.774674
A6,T343,43890.611348
A1,T335,70065.511724
A7,T341,27722.965573
A1,T344,99697.378185
A7,T345,84071.445421
A8,T347,94128.723535
A3,T328,19811.686985
A10,T342,77371.294923
A2,T349,18477.451065
A5,T348,8739.661644
A3,T351,19241.322762
A6,T352,65030.514489
A4,T346,49249.710136
A7,T353,26278.214283
A7,T350,15996.518787
A5,T356,70617.138324
A6,T354,62574.510686
A3,T359,74382.110303
A2,T358,17611.954117
A4,T360,51280.000067
A3,T361,64296.272792
A2,T362,57602.373224
A5,T363,97125.998906
A8,T364,36864.831531
A7,T355,68840.268151
A5,T368,73363.823482
A9,T365,97084.868107
A4,T366,42066.498827
A5,T357,12209.201022
A8,T370,85039.75229
A2,T372,67221.712917
A9,T371,23163.041867
A6,T374,76087.558683
A1,T375,40394.096601
A2,T373,47072.601965
A2,T376,35864.75857
A3,T378,52845.084919
A4,T377,19363.31446
A3,T379,75805.629686
A4,T380,37055.811079
A5,T382,77024.294044
A4,T367,32733.103222
A4,T383,33585.262889
A9,T384,95426.354958
A8,T385,86435.32643
A4,T388,91034.10073
A7,T390,14155.777866
A9,T391,83111.131712
A9,T392,53313.963445
A5,T393,86573.644599
A5,T394,29201.882674
A4,T395,36939.679413
A1,T396,48062.264673
A3,T46,30141.246742
A2,T397,11041.876023
A1,T399,33535.150862
A8,T400,25330.132364
A5,T401,22762.072942
A5,T402,50692.618222
A6,T398,14682.132679
A3,T403,72051.779739
A4,T404,57725.221525
A2,T405,97159.219602
A3,T406,30697.671783
A8,T407,10481.03252
A6,T408,25824.083933
A10,T409,49642.765668
A9,T410,85169.452239
A10,T411,43244.424908
A2,T52,57337.322784
A7,T412,53198.152577
A6,T413,94416.071262
A8,T414,56912.433611
A8,T415,22105.11071
A9,T417,24889.809224
A9,T418,30416.237761
A7,T419,2586.543537
A6,T420,28920.385438
A7,T421,38318.641296
A9,T422,1646.560604
A4,T416,88853.996027
A7,T424,63904.03812
A4,T423,5709.495572
A5,T425,99356.147491
A9,T427,18589.295576
A3,T429,33064.736453
A4,T430,3945.115003
A10,T428,37180.111647
A5,T431,40734.862243
A6,T432,95190.975329
A9,T433,53288.752912
A5,T434,78289.134466
A8,T435,70085.559968
A5,T200,61143.661319
A10,T436,83877.223279
A10,T437,5412.981478
A7,T438,16255.233712
A7,T439,21824.027949
A5,T426,32148.735978
A3,T441,16803.75077
A9,T442,59044.521041
A5,T443,52739.181985
A3,T444,26225.440913
A5,T445,77623.065664
A8,T446,16841.414977
A6,T447,51199.505975
A10,T448,61163.284653
A3,T440,16372.691676
A2,T450,23749.943382
A4,T449,58658.45369
A2,T453,65420.667923
A5,T452,68606.133678
A1,T454,25305.973604
A5,T451,57934.674229
A6,T455,92897.041521
A8,T457,68616.373818
A2,T456,16727.441812
A5,T458,22926.713083
A7,T459,22924.942146
A9,T460,91742.219342
A5,T462,58045.890128
A2,T463,51878.881793
A4,T464,46632.012224
A8,T465,57885.940398
A3,T461,92752.648543
A9,T466,58719.562203
A4,T468,5402.028382
A8,T467,1461.893937
A10,T469,53380.344108
A7,T470,85586.944726
A10,T472,77005.390209
A5,T473,80918.432286
A3,T474,40397.50526
A7,T475,57349.059747
A3,T476,99316.21813
A3,T477,94993.231398
A2,T381,4144.867087
A7,T479,53737.940547
A6,T478,9150.335197
A5,T481,41192.954637
A6,T483,40882.66891
A6,T480,99510.314501
A9,T482,84736.512225
A6,T485,90252.380482
A4,T484,64846.859701
A4,T488,79798.054323
A8,T486,56880.419705
A9,T489,17013.241166
A10,T490,4552.372317
A4,T491,10515.117809
A9,T492,75633.674083
A6,T487,97408.975479
A3,T493,83186.394698
A10,T494,16835.582341
A1,T495,33778.010668
A7,T496,78598.696703
A10,T497,47671.444085
A6,T498,11752.119458
A4,T499,47090.849278
A7,T500,60494.794178
A7,T502,15839.155616
A2,T501,10679.050239
A10,T503,80220.636322
A3,T504,13543.233054
A8,T505,12151.196249
A9,T507,70321.021304
A9,T506,19918.050709
A6,T508,323.580169
A2,T509,35531.687256
A5,T510,98158.45944
A8,T511,2995.232802
A9,T512,63423.721159
A4,T513,7265.044726
A5,T514,46051.92366
A8,T515,42020.855987
A2,T389,22685.350865
A1,T517,43821.181393
A3,T516,22371.305479
A6,T518,70659.800506
A8,T519,62765.966639
A10,T520,25305.270154
A4,T521,3654.144426
A3,T523,82037.3902
A3,T524,89232.060166
A1,T525,1828.403427
A10,T526,2909.391392
A8,T527,20977.986453
A2,T528,28209.859409
A9,T522,86277.761483
A2,T529,24049.843916
A8,T530,93935.605158
A7,T532,81903.496082
A8,T533,77447.478643
A9,T534,51204.882958
A6,T535,80301.693135
A4,T536,75836.243158
A4,T537,36650.709953
A3,T539,51006.792465
A1,T538,32121.163088
A7,T540,79834.252679
A7,T541,13047.452011
A3,T543,97024.569274
A5,T542,88531.968585
A4,T545,20726.291103
A9,T544,33854.002412
A10,T546,67484.01178
A2,T547,67486.645395
A3,T548,87154.538965
A9,T549,5423.833688
A10,T550,79419.867884
A1,T551,25125.6948
A1,T552,89291.584214
A3,T553,21979.847828
A7,T555,71047.057769
A7,T556,38928.143157
A4,T557,46320.051036
A4,T531,59816.345608
A5,T558,74324.719775
A5,T561,50232.538303
A4,T562,28292.797172
A1,T369,25585.034732
A9,T564,86649.44117
A5,T563,99324.075763
A2,T566,39217.38556
A7,T568,21690.725809
A4,T569,39167.632303
A7,T559,88277.15383
A7,T570,86117.613894
A8,T572,75608.482814
A4,T573,1414.631632
A10,T560,30572.394825
A3,T567,6610.579061
A1,T574,10668.60998
A4,T575,97158.611299
A2,T578,63536.318537
A7,T579,7310.97221
A2,T580,72596.793093
A7,T581,7965.024565
A5,T582,99307.306315
A9,T583,72902.190339
A8,T584,74927.22882
A2,T585,38427.630578
A6,T387,9280.073048
A6,T586,46132.331892
A3,T588,16837.270997
A1,T587,21441.0941
A7,T589,28762.554353
A7,T591,36382.057405
A10,T590,87054.467164
A2,T593,75186.779924
A6,T594,3618.528636
A7,T595,17394.37425
A9,T596,60765.262864
A7,T597,17690.720021
A1,T598,87450.864893
A3,T599,72069.888892
A3,T386,16014.80555
A4,T601,91707.533197
A7,T592,10896.396741
A5,T602,67812.906807
A7,T600,18747.524175
A7,T603,97909.684667
A1,T604,1711.116332
A9,T606,79719.803436
A5,T607,74090.275174
A4,T608,40696.121059
A2,T609,34810.371514
A2,T611,37777.098726
A3,T610,46833.831182
A8,T613,17115.228541
A1,T614,2697.868915
A5,T605,65997.182664
A1,T615,80988.580042
A4,T616,56573.369869
A6,T618,84305.243913
A1,T617,46360.059725
A9,T619,84745.739267
A8,T576,77294.173056
A7,T622,68474.778668
A5,T621,74967.641991
A7,T623,89031.683132
A8,T625,48499.635259
A3,T624,49007.932713
A8,T626,37003.439224
A6,T627,63699.974955
A4,T628,74517.398237
A1,T620,99562.156994
A7,T630,85974.396847
A2,T631,67346.84131
A2,T632,42392.473061
A10,T629,2396.9262
A9,T633,16705.361642
A2,T635,72354.939888
A1,T636,88297.777792
A1,T634,37339.442309
A9,T637,51817.135234
A9,T638,74979.322637
A2,T612,31294.99849
A4,T641,75643.286007
A2,T639,7655.644674
A8,T643,44334.37582
A6,T642,94534.774081
A10,T644,47307.209089
A3,T646,57800.317747
A7,T647,89502.573877
A10,T648,83312.024269
A3,T649,64460.490469
A1,T650,64633.705315
A10,T651,47084.643759
A8,T652,89399.052335
A4,T653,32171.924563
A3,T640,969.148394
A2,T654,89849.549963
A2,T655,21393.011549
A6,T656,33188.573637
A7,T657,33308.619013
A2,T658,33942.842969
A4,T659,4022.366507
A10,T660,98852.12604
A6,T662,64282.23597
A4,T661,76110.178598
A8,T645,97167.529774
A1,T664,86232.597338
A9,T663,86611.923042
A2,T665,94792.770601
A9,T666,11153.849856
A4,T667,40933.65514
A4,T669,91032.193898
A6,T672,11631.495033
A5,T671,33123.959668
A3,T668,39235.562989
A10,T673,76606.182423
A6,T674,44.883061
A1,T675,37200.178546
A9,T670,11663.474836
A8,T677,18092.539933
A5,T676,23823.945831
A9,T679,24102.22386
A10,T680,39533.995105
A4,T678,98917.796109
A5,T682,32703.041499
A6,T681,33317.930589
A3,T684,99670.313122
A7,T685,6734.676335
A10,T686,45602.072712
A2,T687,77238.809221
A9,T688,61634.167551
A3,T689,38730.485487
A7,T690,85226.075707
A5,T683,43607.79571
A7,T692,87604.364757
A1,T693,8213.013935
A8,T695,61295.705394
A2,T694,90798.093517
A5,T691,13940.611414
A9,T696,43279.965162
A2,T697,63664.35795
A10,T698,40705.061031
A8,T700,90139.058335
A10,T701,97943.52642
A5,T703,73246.537283
A2,T704,33517.015117
A4,T699,57782.570039
A2,T706,44637.599316
A5,T554,61046.985418
A9,T709,7337.212395
A9,T702,68193.951918
A3,T707,6206.30471
A2,T710,63136.203209
A8,T711,41548.129324
A2,T713,77366.287287
A3,T712,88222.014941
A2,T708,97336.921919
A9,T716,46620.67477
A9,T718,25604.644589
A9,T705,82393.008043
A4,T715,36737.916082
A5,T720,18037.615376
A4,T714,46138.791184
A8,T721,49867.897824
A3,T723,67132.258288
A9,T724,13937.715099
A10,T722,14546.580726
A1,T725,33297.07478
A3,T719,55537.795921
A5,T726,11295.772612
A3,T729,63362.242946
A10,T730,6218.820232
A2,T727,18897.874273
A6,T732,63245.011306
A8,T734,3146.635992
A8,T733,10178.987091
A4,T717,33872.145037
A8,T728,81018.251687
A1,T737,37338.790451
A3,T735,39659.953398
A9,T731,10464.376858
A10,T739,90612.407222
A1,T740,55273.968722
A2,T742,29869.53187
A6,T744,93010.757443
A6,T741,12444.189417
A1,T746,42156.386071
A1,T747,83842.412473
A6,T743,8623.233286
A5,T738,84502.463989
A9,T748,15136.852305
A8,T749,59352.385792
A8,T752,15507.956497
A2,T750,18417.689698
A5,T751,78197.558061
A10,T753,89495.67686
A3,T754,74032.85915
A8,T736,96733.651853
A7,T757,50676.432305
A3,T756,84465.383502
A8,T758,40133.021392
A4,T760,93994.790854
A5,T759,40745.400129
A4,T755,69487.098477
A7,T762,35717.507617
A7,T761,24853.39877
A8,T763,13961.980943
A6,T745,7642.45422
A3,T766,95708.539657
A1,T767,69797.202367
A7,T769,82721.183283
A5,T770,65666.826353
A1,T771,17214.301449
A7,T768,1540.996568
A8,T773,70627.274548
A5,T774,48966.02641
A1,T775,76488.334071
A2,T776,24512.867542
A9,T777,93574.631041
A2,T778,19673.783528
A7,T779,51715.655775
A4,T780,91242.689607
A10,T781,59510.446679
A3,T782,87630.304199
A10,T783,40685.068358
A7,T784,25345.257825
A7,T785,12919.593932
A6,T786,84762.317592
A8,T787,36441.476206
A6,T788,7512.373509
A9,T772,93757.75417
A5,T789,61956.828419
A5,T790,6782.729055
A9,T791,71250.513106
A9,T793,20287.826821
A8,T794,82857.186507
A7,T792,64602.239642
A6,T795,74763.359312
A8,T796,88869.975419
A1,T797,73017.849834
A3,T798,78216.204888
A8,T801,22739.213623
A6,T800,12140.833906
A9,T799,93562.949963
A3,T802,42112.204803
A3,T803,82120.088734
A10,T804,89699.961842
A10,T805,9449.296096
A10,T808,31216.931727
A4,T807,61653.894864
A1,T806,36640.981132
A7,T809,95902.523505
A9,T810,51182.116416
A10,T811,61376.179869
A6,T813,14344.191128
A2,T812,20318.175331
A2,T814,5400.206043
A5,T815,96532.039239
A10,T816,36452.856578
A8,T818,23525.521292
A7,T817,14394.646144
A7,T819,91156.793375
A8,T820,93096.727367
A9,T821,58607.90688
A10,T577,91649.494578
A6,T822,4338.949185
A4,T824,84308.415276
A6,T823,94016.867809
A7,T825,88508.219934
A7,T826,97350.722891
A5,T828,99384.451804
A1,T827,71570.586681
A4,T830,3701.829405
A10,T831,7622.601007
A8,T832,90050.999974
A2,T833,23599.348661
A5,T834,24887.438249
A2,T835,67135.075289
A8,T836,15478.042084
A1,T837,17331.050914
A8,T838,99407.329691
A1,T840,96762.218836
A3,T839,31656.728999
A1,T841,55291.930202
A7,T844,51084.625899
A4,T843,31738.308941
A3,T845,83815.50326
A5,T846,95674.910809
A3,T848,77410.954434
A3,T849,86482.19599
A9,T850,30953.584631
A7,T851,50321.490755
A10,T852,30862.398855
A6,T853,65987.395711
A4,T854,94889.724324
A4,T855,74312.272641
A1,T571,20832.060233
A1,T857,321.975454
A6,T856,97644.622447
A7,T829,83213.805931
A3,T859,25851.309639
A2,T861,63448.434904
A2,T860,82325.362226
A4,T862,11380.536441
A10,T863,57216.227837
A2,T858,38545.54182
A1,T864,69100.896535
A10,T865,31609.067532
A10,T866,50764.941006
A8,T867,99148.457206
A9,T868,23683.510455
A8,T842,46254.337264
A6,T869,56870.733229
A9,T871,32905.514851
A2,T872,74927.74213
A1,T873,71146.792269
A5,T874,66307.332363
A3,T876,77227.129095
A2,T877,17665.772022
A10,T764,17244.775381
A5,T879,11367.072853
A6,T875,40657.397199
A5,T870,26286.773818
A9,T881,37645.263019
A4,T847,85785.881967
A4,T882,81777.21567
A1,T883,44325.652791
A5,T880,15057.25233
A3,T884,62343.653715
A8,T887,36876.921698
A10,T886,56691.730368
A2,T888,54238.671077
A6,T890,16993.046399
A3,T891,2281.329577
A6,T892,54062.48367
A7,T889,54632.447951
A4,T893,76651.71907
A10,T878,4420.984557
A10,T894,19471.45877
A4,T896,4321.533757
A3,T895,94047.206459
A6,T897,2101.505938
A3,T885,58065.273569
A5,T899,32142.668651
A8,T900,43016.089484
A9,T904,38319.804721
A6,T898,53239.097961
A3,T906,91416.60539
A4,T908,89416.287191
A4,T907,46257.951852
A2,T909,96741.993533
A5,T910,42733.608621
A7,T912,88611.200756
A6,T913,85068.922857
A5,T914,6621.806069
A7,T915,14505.483026
A4,T916,25112.3207
A1,T918,72263.711339
A6,T917,28164.739951
A5,T919,58918.077881
A9,T920,65587.77313
A10,T921,98654.296625
A10,T903,66008.953147
A1,T911,8919.679815
A7,T923,2744.700035
A2,T922,73259.749727
A8,T924,31066.209717
A8,T925,34802.002364
A1,T926,32266.562212
A3,T928,67457.879582
A7,T929,94408.080161
A2,T930,99894.154491
A7,T932,84147.026868
A6,T931,99671.600417
A2,T933,42740.21614
A7,T934,63773.03186
A3,T935,33499.423379
A5,T936,47738.322721
A6,T927,15402.571382
A2,T937,63233.007765
A1,T938,61173.254779
A10,T939,94501.325784
A3,T940,19664.035712
A7,T941,43744.280671
A10,T944,62723.392277
A6,T942,80810.477867
A3,T943,11456.643766
A8,T946,69049.890541
A8,T947,64645.742037
A7,T945,17190.43516
A3,T949,78831.466248
A10,T950,58388.663706
A4,T953,6139.76075
A10,T954,11145.008689
A9,T955,86265.409767
A7,T901,82785.874993
A5,T956,42431.691957
A4,T958,78208.52734
A8,T957,47994.866665
A3,T959,15191.304301
A7,T960,82707.593911
A5,T962,41195.111003
A1,T963,97507.43971
A8,T964,52293.752644
A8,T965,58900.513578
A9,T966,76271.944145
A1,T967,63737.906363
A9,T765,54732.552897
A6,T968,47605.458184
A3,T970,47400.910907
A4,T971,47618.910858
A4,T969,81141.730279
A6,T972,22691.237302
A7,T973,75264.70145
A9,T974,77048.419505
A5,T975,77755.140714
A4,T976,2756.07382
A4,T977,85314.327364
A6,T978,87385.05563
A8,T979,36715.05921
A9,T980,45693.893109
A3,T981,41426.908434
A5,T982,79521.123977
A3,T983,67052.394553
A2,T984,10632.409043
A7,T985,38743.446354
A3,T986,51405.175408
A10,T987,25697.009714
A4,T988,88394.982122
A5,T989,68589.055716
A10,T990,39330.509892
A1,T961,74074.985827
A8,T991,64496.639444
A9,T992,54896.775796
A4,T993,90097.948803
A3,T995,11462.355303
A4,T994,83298.917431
A5,T996,65507.863643
A9,T998,26928.021912
A8,T997,16537.120186
A10,T1000,56479.623627
A7,T999,11.916689
A10,T1002,96884.486641
A9,T905,62544.221779
A8,T1003,9044.647834
A10,T1004,5545.947491
A5,T1005,85673.79665
A6,T1001,39732.319614
A8,T1006,29991.10876
A8,T1007,90589.603184
A8,T1009,23313.911549
A1,T1010,58228.507236
A3,T1011,63419.841277
A1,T1012,14270.581172
A10,T1013,19695.563774
A10,T1014,74174.009929
A5,T1015,15108.142353
A9,T1016,69954.392661
A4,T1017,26014.589288
A3,T1018,65512.153625
A10,T1019,7483.206456
A10,T1008,56997.257725
A1,T1021,2515.274848
A8,T1024,5596.112954
A10,T1023,27643.43588
A2,T1025,76056.537711
A3,T1026,18656.234893
A6,T1027,34704.350085
A10,T1028,3272.646916
A10,T1029,67124.791665
A9,T1030,93537.446964
A5,T1031,66276.652372
A8,T1032,62624.943517
A6,T1033,45140.52085
A8,T1034,23775.302302
A4,T1035,5864.78033
A7,T1036,18197.65147
A4,T1037,63382.107214
A1,T1038,78028.454089
A3,T1039,28414.450975
A9,T1040,64557.212987
A7,T1041,5847.586709
A5,T1042,27769.12795
A6,T1043,40388.611284
A7,T1044,56787.540407
A8,T1020,44942.195434
A3,T1045,18090.567049
A4,T951,86158.827523
A1,T1047,68900.782417
A4,T1048,70457.999944
A6,T1049,20819.039274
A6,T1046,4874.925966
A5,T1050,85678.96211
A6,T1051,20359.600455
A4,T1022,63934.545538
A4,T1053,51456.754555
A9,T1054,80052.17373
A3,T1055,40690.556341
A4,T1056,53734.517212
A4,T1057,77997.395739
A9,T1058,81972.670932
A2,T1059,13707.574774
A2,T1060,85702.609379
A3,T1061,97474.284748
A4,T1063,76337.44763
A3,T1062,38073.835043
A8,T1064,30634.599819
A3,T1065,41399.933911
A3,T1066,60378.485418
A8,T1067,9795.431649
A7,T1069,33989.226221
A3,T1068,83206.375443
A9,T1070,14270.965855
A10,T1052,81794.782964
A3,T1071,19026.249082
A7,T1074,97762.922213
A2,T1075,20917.906388
A8,T1076,40005.260277
A1,T1077,36535.435697
A6,T1079,6470.840473
A3,T1078,31866.19108
A5,T1073,3563.230959
A10,T1081,49915.284238
A7,T1080,6973.577631
A3,T1082,8566.32945
A10,T1083,73369.626407
A8,T1084,38920.365948
A4,T1085,11004.324046
A1,T1086,50063.205931
A4,T1089,12052.125238
A10,T1087,68.854514
A10,T1072,68049.722011
A9,T1091,61928.302672
A6,T1092,96054.330618
A8,T1088,41086.101036
A5,T1094,97402.746844
A2,T1095,78140.042039
A6,T1093,71958.476783
A7,T1096,76635.018582
A3,T1098,74121.599508
A2,T1097,81889.430568
A8,T1090,52168.56593
A8,T902,92770.247186
A10,T1102,91370.649031
A1,T1103,26156.90405
A2,T1100,47944.454749
A2,T1099,23096.008178
A10,T1104,9762.372199
A6,T1105,14664.345905
A6,T1106,57571.168324
A10,T1108,53975.941613
A10,T1107,71521.694438
A10,T1109,95821.892929
A8,T1110,59638.534908
A5,T1112,35219.137842
A8,T1113,77166.787972
A2,T1115,45.211952
A2,T1116,66353.34973
A9,T1114,52432.849987
A2,T1117,57323.123015
A2,T1101,64800.692206
A10,T1120,46802.714217
A8,T1119,4883.91279
A7,T1121,32243.411945
A8,T1122,56239.629653
A2,T1123,69780.659238
A9,T1118,99571.875347
A6,T1126,53241.916003
A6,T1125,28255.178618
A9,T1128,7389.388379
A6,T1129,7789.481516
A1,T1131,12645.272241
A4,T1111,61455.277394
A5,T1127,88830.743396
A5,T1135,27238.39984
A4,T1136,42907.877221
A8,T1137,37028.070204
A2,T1138,8313.093334
A9,T1139,46293.19396
A3,T1140,47743.599827
A1,T565,62130.071731
A8,T1142,12200.04181
A4,T1143,75210.882611
A4,T1144,94256.363519
A5,T1145,39590.223193
A5,T1146,59352.433068
A10,T1147,37471.669155
A1,T1148,67189.189439
A5,T1149,40155.41589
A2,T1150,63522.845616
A10,T1151,41073.912384
A10,T1152,49928.780627
A7,T1153,92564.338302
A3,T1154,3277.697644
A1,T1155,68020.236527
A8,T1156,90396.183805
A3,T1157,36820.697521
A5,T1158,41500.371551
A4,T1159,22800.988825
A4,T1160,54020.62013
A8,T1161,83371.731198
A7,T1162,33900.634419
A3,T1163,69229.069271
A3,T1164,2376.254987
